		Centro	OrdCliente	Planj.MRP	Ordem	Material	Texto breve material	InícProgr.	Fim prog.	FimProgOri	 Qtd.teór.	Qtd.forn.	Qtd. Pend.	Texto da ordem	Mot Atraso	Descrição	Conc Ordem
		1109		025	1132023969	15972070	EIXO PINHAO IMP 6,06 Z022	19.09.2024	14.02.2025	14.02.2025	       10	       0	       10	PAR 1132027831 OP ENTREGUE NO CORTE 15/10 AS 07:00 POR MARCELO OP enviada para torneamento em terceiros - Maira 18.11	0167	Usinagem Pinhão - ATRASO	10.03.2025
		1109		025	1132027831	15899237	ENGR GK09 CONICA IG Z037 70	16.10.2024	14.02.2025	14.02.2025	       10	       0	       10	PAR 1132023969 OP ENTREGUE NO CORTE 15/10 AS 07:00 POR MARCELO	0157	Usinagem engrenagens - ATRASO	10.03.2025
		1109		020	1132568509	13949455	ENGR WCG20 FG 036 1,25 Z032 12	14.02.2025	14.02.2025	17.01.2025	       50	       0	       50	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. ENGR   Seq3. DIAMETRO FURO 12,00 OP ENTREGUE NO CORTE 04/12 AS 15:00 POR MARCELO	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		010	1132875293	14040439	EIXO PINHAO WCG20 OP 1,5 Z013	07.02.2025	14.02.2025	11.02.2025	       63	       0	       63	Seq. Maq. 91130004   Seq1. 1,5000   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 18,00 OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO OP relida, alterado CT 271 para 230, solicitado por Gabriel Louzada - Maira 20.01	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		020	1132922908	15919482	EIXO RSF MAC 1 DENTE	24.01.2025	14.02.2025	14.02.2025	        1	       0	        1	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132924724	16005811	EIXO RSF MAC G56 2 DENTES	27.01.2025	14.02.2025	17.02.2025	        5	       0	        5	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	10.03.2025
		1109		020	1132924728	15921729	EIXO RSF MAC 2 DENTES	24.01.2025	14.02.2025	14.02.2025	       10	       0	       10	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132924731	15921779	EIXO RSF MAC/MAC 1 DENTE	24.01.2025	14.02.2025	14.02.2025	        1	       0	        1	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132926046	15986027	EIXO RSF FUR M05 1 DENTE	30.01.2025	14.02.2025	14.02.2025	        1	       0	        1	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132926047	15986025	EIXO RSF FUR M05 1 DENTE	10.02.2025	14.02.2025	14.02.2025	        3	       0	        3	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132938333	15984761	EIXO RSF FUR M04 1 DENTE	28.01.2025	14.02.2025	17.02.2025	        1	       0	        1	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		020	1132938334	15984672	EIXO RSF FUR M04 4 DENTES	28.01.2025	14.02.2025	17.02.2025	        2	       0	        2	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132938688	15920001	EIXO RSF VAZ 3 DENTES	27.01.2025	14.02.2025	14.02.2025	       20	       0	       20	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132938690	15920281	EIXO RSF VAZ 3 DENTES	10.02.2025	14.02.2025	14.02.2025	       20	       0	       20	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1132969591	17305069	EIXO ENTRADA GD	29.01.2025	14.02.2025	14.02.2025	        2	       0	        2	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	21.03.2025
		1109		010	1132969989	16072110	EIXO SAIDA OS GA112 38X80	29.01.2025	14.02.2025	14.02.2025	        3	       0	        3	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	21.03.2025
		1109		020	1132982172	16005810	EIXO RSF MAC G56 5 DENTES	03.02.2025	14.02.2025	14.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1132983335	16133356	EIXO ENTRADA	30.01.2025	14.02.2025	14.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1132997176	16035025	EIXO SAIDA VAZADO AXIAL GH70 50X80,5	11.02.2025	14.02.2025	14.02.2025	        5	       0	        5		0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		011	1133004768	16071962	EIXO SAIDA OS GS75 60X44	13.01.2025	14.02.2025	14.02.2025	        2	       0	        2	OP liberada em atraso devido refugo na OP 1132738265 - Paola F 30.01 OP alterada para 2 peças conforme solicitação da usinagem - Paola F. 30.01
		1109		031	1133004775	14030479	CARCACA WCG20 V04 B35 BASE	06.02.2025	14.02.2025	17.02.2025	       32	       0	       32		0013	Usinagem de fundidos - ATRASO	10.03.2025
		1109		010	1133062383	16034956	EIXO SAIDA VAZADO AXIAL GH70 50X120	12.02.2025	14.02.2025	13.02.2025	        1	       0	        1		0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1133066370	15912752	EIXO SAIDA OS GC25 25X50	10.02.2025	14.02.2025	14.02.2025	        4	       0	        4	op entregue no corte 06/02 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1133076505	18430763	EIXO SAIDA MAGMA OD M12 55X110	13.02.2025	14.02.2025	14.02.2025	        1	       0	        1	OP liberada em 1 un material novo - Paola F. 10.02 op entregue no corte 11/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1133079091	15918339	EIXO ENTRADA	12.02.2025	14.02.2025	14.02.2025	       80	       0	       80	op entregue no corte 10/02 as 10:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		110	1133094937	15990315	FLANGE ENTR IEC 190,8X42 USIN	11.02.2025	14.02.2025	14.02.2025	       15	       0	       15		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		040	1133094938	15962714	FLANGE ENTR IEC 350X105 USIN	12.02.2025	14.02.2025	14.02.2025	       40	       0	       40		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		010	1133110845	15914736	EIXO ENTRADA	13.02.2025	14.02.2025	14.02.2025	        5	       0	        5	op entregue no corte 11/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1133113302	15913290	EIXO SAIDA HS GS63, GSA63 24X118	13.02.2025	14.02.2025	19.02.2025	        2	       0	        2		0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		060	1133118315	15828550	PINO CIL 8X30mm DIN6325/TFE-15-A	13.02.2025	14.02.2025	14.02.2025	       10	       0	       10	op entregue no corte 11/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133129905	15987370	FLANGE ENTR IEC 90,5X17 USIN	13.02.2025	14.02.2025	17.02.2025	       10	       0	       10	Alterado ct 398 para 326 - Paola F. 11.02	0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		040	1133129907	15901576	FLANGE SAID IEC 90X33 USIN	13.02.2025	14.02.2025	17.02.2025	       70	       0	       70	Alterado ct 398 para 326 - Paola F. 11.02	0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		110	1133129909	15981352	MANCAL ENTRADA USIN	13.02.2025	14.02.2025	17.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		040	1133131880	15987368	FLANGE ENTR IEC 140X51 USIN	12.02.2025	14.02.2025	14.02.2025	       61	       0	       61		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		030	1133145115	16008513	CARCACA GL15, GL16 RAL 5009 BASE	13.02.2025	14.02.2025	14.02.2025	       30	       0	       30		0013	Usinagem de fundidos - ATRASO	28.02.2025
	*								14.02.2025		      586	       0	      586
		1109		025	1132444636	16589684	EIXO PINHAO GK08 IMP 4,8 Z012	05.02.2025	17.02.2025	17.02.2025	       10	       0	       10	PAR 1132444637 Ordem entregue no corte por Gilnei 26/11, 08:21	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		010	1132550479	17666692	EIXO SAIDA WCG20 FO 45X90	13.02.2025	17.02.2025	17.02.2025	        5	       0	        5	op entregue no corte 11/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132680067	15959722	PINHAO CIL 1,25 015 12 USIN	14.02.2025	17.02.2025	27.01.2025	       90	       0	       90	OP ENTREGUE NO CORTE 12/12 AS 15:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		020	1132748836	16037111	EIXO RSF VAZ 1 DENTE	28.01.2025	17.02.2025	24.02.2025	       30	       0	       30	OP ENTREGUE NO CORTE 13/01 AS 10:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		100	1132835579	15899202	ENGR 70 1,25 Z095 20	05.02.2025	17.02.2025	06.02.2025	        1	       0	        1	oP ENTREGUE NO CORTE 15/01 AS 13:302 POR MARCELO	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		100	1132860504	15897625	ENGR 95 1,75 Z077 30	10.02.2025	17.02.2025	10.02.2025	       16	       0	       16	Seq. Maq. 91130004   Seq1. 1,7500   Seq2. ENGR   Seq3. DIAMETRO FURO 30,00 OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		020	1132860507	13949501	ENGR WCG20 FG 050 1,25 Z048 18	17.02.2025	17.02.2025	12.02.2025	       20	       0	       20	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. ENGR   Seq3. DIAMETRO FURO 18,00 ordem entregue no corte 22/01/2025 as 13:30 por Clarissa	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		100	1132910254	15899130	ENGR 51,4 1,25 Z069 20	11.02.2025	17.02.2025	13.02.2025	        7	       0	        7	op entregue no corte 23/01 as 14:30 por Marcelo	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		020	1132925531	15959655	EIXO PINHAO OP 4 Z017	24.01.2025	17.02.2025	17.02.2025	        5	       0	        5	op entregue no corte 23/01 as 14:30 por Marcelo	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		020	1132935339	15949804	EIXO RSF MAC M07 2 DENTES	28.01.2025	17.02.2025	17.02.2025	       10	       0	       10	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		100	1132935468	15897497	ENGR 51,4 1,25 Z067 20	27.01.2025	17.02.2025	17.02.2025	        1	       0	        1	op entregue no corte 24/01 as 13:00 por Marcelo	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		020	1132952309	15920287	EIXO RSF VAZ 1 DENTE	28.01.2025	17.02.2025	17.02.2025	       10	       0	       10	op entregue no corte 27/01 as 15:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132953251	15986317	EIXO RSF FUR 2 DENTES	14.02.2025	17.02.2025	17.02.2025	       10	       0	       10	Op entregue no corte 27/01 as 15:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		061	1132969365	15985421	CUBO ACOPL ENGR GMAX 68 11mm	30.01.2025	17.02.2025	17.02.2025	       22	       0	       22
		1109		010	1132969937	15914961	EIXO ENTRADA	30.01.2025	17.02.2025	17.02.2025	        2	       0	        2	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132982173	15974272	EIXO RSF MAC K05 1 DENTE	30.01.2025	17.02.2025	17.02.2025	        2	       0	        2	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132983348	15922142	PINHAO HP28 2,5 021 USIN	04.02.2025	17.02.2025	20.02.2025	       20	       0	       20	OP ENTREGUE NO CORTE 30/01 AS 15:20 POR MARCELO	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		080	1133020922	15996491	MANCAL AXIAL GH110 USIN	10.02.2025	17.02.2025	17.02.2025	        5	       0	        5	OP alterada de 11 para 5 peças (sharepoint) - Paola F. 31.01	0013	Usinagem de fundidos - ATRASO	03.03.2025
		1109		030	1133035677	15883882	CARCACA PARALELO GA180 BASE	13.02.2025	17.02.2025	10.02.2025	       10	       0	       10	OP postergada devido ao lead time do material bruto (e-mail) - Paola F. 04.02	0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		040	1133053428	15987532	MANCAL RADIAL USIN	07.02.2025	17.02.2025	17.02.2025	       35	       0	       35	OP ENTREGUE NO CORTE 05/02 AS 11:00 POR MARCELO	0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		010	1133078031	15913205	EIXO SAIDA OS GC35 35X70	11.02.2025	17.02.2025	17.02.2025	       30	       0	       30	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		030	1133091508	15884035	CARCACA ORTOGONAL CONICO GK07 BASE	12.02.2025	17.02.2025	17.02.2025	       31	      16	       15	OP alterada de 32 para 31 peças. Solicitado por Cristiano Baseggio - Paola F. 12.02	0018	Suprimentos - ATRASO	03.03.2025
		1109		010	1133095764	15951952	EIXO ENTRADA	12.02.2025	17.02.2025	17.02.2025	        7	       0	        7	op entregue no corte 10/02 as 10:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1133095765	15913250	EIXO SAIDA HS GS41, GSA41 20X85	12.02.2025	17.02.2025	17.02.2025	        5	       0	        5	op entregue no corte 10/02 as 10:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		011	1133095908	16035101	EIXO SAIDA HS GS95 40X140	12.02.2025	17.02.2025	24.02.2025	       75	       0	       75
		1109		030	1133103008	15883881	CARCACA PARALELO GA132, GA160 BASE	13.02.2025	17.02.2025	17.02.2025	       20	       0	       20		0013	Usinagem de fundidos - ATRASO	03.03.2025
		1109		060	1133110843	15875533	BUCHA 130X85,5X20mm	13.02.2025	17.02.2025	17.02.2025	      200	       0	      200	Alterado ct 398 para 432 - Paola F. 10.02	0101	Manutenção  - ATRASO	28.02.2025
		1109		010	1133110844	15914729	EIXO ENTRADA	13.02.2025	17.02.2025	17.02.2025	       63	       0	       63	op entregue no corte 11/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133112492	15974742	TAMPA VED 120X120X74 USIN	13.02.2025	17.02.2025	17.02.2025	        6	       0	        6		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		010	1133129911	15912771	EIXO SAIDA OS GC55 50X100	13.02.2025	17.02.2025	17.02.2025	       10	       0	       10	op entregue no corte 12/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1133129915	15936179	EIXO SAIDA SOLIDO EMBUTIDO 38X65	14.02.2025	17.02.2025	17.02.2025	       20	       0	       20	op entregue no corte 12/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133131887	15970417	TAMPA VED 65,5X148X148X19 USIN	13.02.2025	17.02.2025	17.02.2025	       20	       0	       20		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		040	1133131894	15962675	FLANGE ENTR IEC 59	17.02.2025	17.02.2025	18.02.2025	       19	       0	       19	OP alterada de 25 para 19 peças. Solicitado por Cristiano Baseggio - Paola F. 12.02	0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		120	1133134056	15987844	BRACO TORQUE GS110 PADRAO	13.02.2025	17.02.2025	17.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		060	1133143865	15875456	BUCHA 52X25,5X12mm	13.02.2025	17.02.2025	17.02.2025	       30	       0	       30		0012	Usinagem de Eixos - ATRASO	24.02.2025
	*								17.02.2025		      857	      16	      841
		1109		020	1132208933	15955280	EIXO PINHAO OP 3,5 Z015	13.02.2025	18.02.2025	16.12.2024	        5	       0	        5	op entregue no corte 21/11 as 11:00 por Marcelo	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		100	1132253765	15897509	ENGR 70 1,75 Z043 20	17.02.2025	18.02.2025	03.12.2024	        5	       0	        5	OP ENTREGUE NO CORTE 08/11 AS 15:00 POR MARCELO	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		020	1132491455	13949545	ENGR WCG20 OG 1 Z102 40	18.02.2025	18.02.2025	19.12.2024	       50	       0	       50	Seq. Maq. 91130004   Seq1. 1,0000   Seq2. ENGR   Seq3. DIAMETRO FURO 40,00 Entregue no corte por Gilnei 27/11 as 13:00.	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		100	1132757496	15898711	ENGR 51,4 1,25 Z065 20	03.02.2025	18.02.2025	04.02.2025	       50	       0	       50	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. ENGR   Seq3. 20,0000 op entregue no corte 06/01 as 07:00 por Marcelo	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		010	1132847172	16126765	EIXO SAIDA FO GA160 55X110	03.02.2025	18.02.2025	18.02.2025	        3	       0	        3	OP ENTREGUE NO CORTE 15/01 AS 15:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		020	1132848006	15959743	PINHAO CIL 1,5 013 16 USIN	14.02.2025	18.02.2025	10.02.2025	      100	      97	        3	Seq. Maq. 91130004   Seq1. 1,5000   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 16,00 OP ENTREGUE NO CORTE 15/01 AS 15:30 POR MARCELO Alterado CT 374 para 430, solicitado por Gilnei - Maira 31.01	0167	Usinagem Pinhão - ATRASO	24.02.2025
		1109		020	1132848996	15922093	PINHAO CIL 1,5 017 20 USIN	05.02.2025	18.02.2025	07.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 16/01 AS 09:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		100	1132860501	15897516	ENGR 70 1,75 Z059 20	10.02.2025	18.02.2025	10.02.2025	        5	       0	        5	Seq. Maq. 91130004   Seq1. 1,7500   Seq2. ENGR   Seq3. DIAMETRO FURO 20,00 OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		010	1132912497	16034872	EIXO SAIDA VAZADO AXIAL GH110 95X212	30.01.2025	18.02.2025	18.02.2025	        6	       0	        6	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		020	1132922203	14040451	EIXO PINHAO WCG20 OP 1,5 Z027	27.01.2025	18.02.2025	13.02.2025	        5	       0	        5	Seq. Maq. 91130004   Seq1. 1,5000   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 22,00 op entregue no corte 23/01 as 14:30 por Marcelo	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		020	1132922205	15959738	PINHAO CIL 1,25 010 16 USIN	10.02.2025	18.02.2025	18.02.2025	       36	       0	       36	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 16,00 op entregue no corte 23/01 as 14:30 por Marcelo	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		110	1132938819	14684792	MANCAL AXIAL C, V, N USIN	17.02.2025	18.02.2025	18.02.2025	      100	       0	      100		0101	Manutenção  - ATRASO	24.02.2025
		1109		020	1132948732	18411000	EIXO PINHAO MG112 OP 1,75 Z029	28.01.2025	18.02.2025	14.02.2025	        3	       0	        3	op entregue no corte 27/01 as 15:00 por Marcelo	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		100	1132948777	15923342	ENGR 45,12 1 Z077 19	31.01.2025	18.02.2025	18.02.2025	       28	       0	       28	op entregue no corte 27/01 as 15:00 por Marcelo	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		020	1132952310	15920006	EIXO RSF VAZ 1 DENTE	28.01.2025	18.02.2025	18.02.2025	       60	       0	       60	op entregue no corte 27/01 as 15:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		110	1132955767	16019394	TAMPA MANCAL CARC ENTR GO24,29 USIN	14.02.2025	18.02.2025	18.02.2025	       82	      20	       62		0101	Manutenção  - ATRASO	28.02.2025
		1109		020	1132969595	15921596	EIXO RSF MAC 1 DENTE	29.01.2025	18.02.2025	18.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		020	1132971270	15949905	EIXO RSF MAC M08 2 DENTES	29.01.2025	18.02.2025	18.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1132985025	15931915	EIXO ENTRADA	30.01.2025	18.02.2025	18.02.2025	        4	       0	        4	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	17.03.2025
		1109		010	1132985027	15922321	EIXO SAIDA HS 19X41	30.01.2025	18.02.2025	18.02.2025	       30	       0	       30	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		010	1133005541	15931771	EIXO SAIDA HS 70X300	14.02.2025	18.02.2025	19.02.2025	       32	       0	       32	op entregue no corte 11/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		031	1133014740	14030445	CARCACA WCG20 C03 B3 BASE	10.02.2025	18.02.2025	19.02.2025	       65	       0	       65		0101	Manutenção  - ATRASO	07.03.2025
		1109		031	1133043546	15883884	CARCACA PARALELO GA56 BASE	04.02.2025	18.02.2025	18.02.2025	      200	       0	      200	OP alterada de 600 para 200 peças material bruto com problema de qualidade - Paola F. 18.002	0018	Suprimentos - ATRASO	10.03.2025
		1109		100	1133096293	15926158	EIXO VAZ C/COROA DIR Ø30 Z36	14.02.2025	18.02.2025	19.02.2025	        3	       0	        3		0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		031	1133129910	14030385	CARCACA WCG20 C00 B3 BASE	18.02.2025	18.02.2025	17.02.2025	        5	       0	        5	Impresso em folha amarela.	0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		011	1133131034	16067430	CUBO COROA 30X93	13.02.2025	18.02.2025	18.02.2025	       25	       0	       25	op entregue no corte 12/02 as 07:30 por Marcelo
		1109		060	1133142657	15905256	BUCHA 63X30X15,87mm	14.02.2025	18.02.2025	18.02.2025	       20	       0	       20		0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133142891	15952770	FLANGE SAID IEC 120X23,5 USIN	14.02.2025	18.02.2025	18.02.2025	       50	       0	       50	Alterado ct 398 para 230 - Paola F. 12.02	0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		010	1133143057	15912743	EIXO SAIDA SOLIDO EMBUTIDO GS51, GSA51 2	17.02.2025	18.02.2025	18.02.2025	       50	       0	       50	op entregue no corte as 07:00 13/02/2025 por Clarissa	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133143869	15970416	TAMPA VED 60,5X148X148X21 USIN	14.02.2025	18.02.2025	18.02.2025	       25	       0	       25		0013	Usinagem de fundidos - ATRASO	03.03.2025
		1109		110	1133143870	15904175	MANCAL ENTRADA USIN	17.02.2025	18.02.2025	18.02.2025	       13	       0	       13		0013	Usinagem de fundidos - ATRASO	03.03.2025
		1109		110	1133144141	15899663	MANCAL ENTRADA USIN	13.02.2025	18.02.2025	18.02.2025	       54	       0	       54		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		010	1133144159	16069727	EIXO ENTRADA GO	17.02.2025	18.02.2025	18.02.2025	        4	       0	        4	op entregue no corte as 07:00 13/02/2025 por Clarissa	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		030	1133145524	15883397	CARCACA COAXIAL GC65 BASE	14.02.2025	18.02.2025	18.02.2025	       11	       0	       11		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		030	1133145526	16008511	CARCACA GD40 RAL 5009 BASE	14.02.2025	18.02.2025	19.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		031	1133156296	14030468	CARCACA WCG20 C06 B5 SEM PES BASE	17.02.2025	18.02.2025	18.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		040	1133156662	15987953	TAMPA VED 54X90X13 USIN	17.02.2025	18.02.2025	18.02.2025	       70	       0	       70		0013	Usinagem de fundidos - ATRASO	28.02.2025
	*								18.02.2025		    1.239	     117	    1.122
		1109		020	1132025452	15922077	PINHAO CIL 1,5 012 20 USIN	19.02.2025	19.02.2025	07.11.2024	        5	       0	        5	op entregue no corte 16/10 as 07:00 por Marcelo	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		020	1132197016	13949500	ENGR WCG20 FG 050 1,25 Z044 18	19.02.2025	19.02.2025	22.11.2024	       25	       0	       25	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. ENGR   Seq3. DIAMETRO FURO 18,00 Ordem entregue ao corte por Gilnei 31/10 as 07:45	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		025	1132208734	15972068	EIXO PINHAO IMP 6 Z012	06.02.2025	19.02.2025	19.02.2025	        5	       0	        5	PAR 1132208766 Ordem entregue ao corte por Gilnei 31/10 as 07:45 OP alterado ct 386 para 500 - Paola F. 20.11	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		100	1132410733	15897514	ENGR 70 1,75 Z055 20	18.02.2025	19.02.2025	20.12.2024	       15	       0	       15	Seq. Maq. 91130004   Seq1. 1,7500   Seq2. ENGR   Seq3. DIAMETRO FURO 20,00 Ordem entregue ao corte por Gilnei 29/11 as 15:15.	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		100	1132525550	15990765	ENGR 273 5 Z091 150	12.02.2025	19.02.2025	20.02.2025	       10	       0	       10	OP postergada devido lead time do material bruto, sharpoint - Maira 28.11	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		100	1132667123	15898805	ENGR 124 2,5 Z078 72	22.01.2025	19.02.2025	23.01.2025	        5	       0	        5		0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		020	1132679594	15922108	PINHAO HP22 1,75 026 USIN	27.01.2025	19.02.2025	28.01.2025	       10	       0	       10	Seq. Maq. 91130004   Seq1. 1,7500   Seq2. ENGR   Seq3. DIAMETRO FURO 22,00 OP ENTREGUE NO CORTE 16/12 AS 08:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	07.03.2025
