		Centro	OrdCliente	Planj.MRP	Ordem	Material	Texto breve material	InícProgr.	Fim prog.	FimProgOri	 Qtd.teór.	Qtd.forn.	Qtd. Pend.	Texto da ordem	Mot Atraso	Descrição	Conc Ordem
		1109		010	1132860126	16132355	EIXO SAIDA OS GA132, GA160 38X80	21.01.2025	06.02.2025	06.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO OP reimpressa a pedido do estoque - Paola F. 12.02	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		020	1132860519	15950197	EIXO RSF MAC M12 2 DENTES	20.01.2025	06.02.2025	07.02.2025	        1	       0	        1	op entregue no corte 15:33 16/01/2025 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1132861192	15914832	EIXO ENTRADA	21.01.2025	06.02.2025	06.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1132877843	15931952	EIXO ENTRADA	21.01.2025	06.02.2025	06.02.2025	        4	       0	        4	OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO	0101	Manutenção  - ATRASO	28.02.2025
		1109		010	1132878206	16133355	EIXO ENTRADA	21.01.2025	06.02.2025	06.02.2025	        2	       0	        2	OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO	0101	Manutenção  - ATRASO	28.02.2025
		1109		020	1132926045	15986023	EIXO RSF FUR M05 2 DENTES	16.01.2025	06.02.2025	14.02.2025	        3	       0	        3	op entregue no corte 23/01 as 14:30 por Marcelo Alterado de 2 para 3 peças, agrupamento - Maira 24.01 OP em atraso devido ao refugo na OP 1132636315 - Paola F 24.01	0101	Manutenção  - ATRASO	24.02.2025
		1109		040	1132935943	16135221	TAMPA MANCAL VAZADA GA56 USIN	24.01.2025	06.02.2025	06.02.2025	       10	       0	       10	Sem alternativa - Paola F. 05.02	0101	Manutenção  - ATRASO	28.02.2025
		1109		010	1133007310	15931736	EIXO SAIDA HS 60X240	04.02.2025	06.02.2025	06.02.2025	       50	      37	       13	OPENTREGUE NO CORTE 03/02 AS 06:30 POR MARCELO	0101	Manutenção  - ATRASO	24.02.2025
		1109		060	1133017250	15875592	BUCHA 44X30X1mm	05.02.2025	06.02.2025	06.02.2025	        1	       0	        1	OP ENBTYREGUE NO CORTE 03/02 AS 15:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133020184	15982062	FLANGE ENTR IEC 70X16,5 USIN	05.02.2025	06.02.2025	06.02.2025	       96	       0	       96	OP ENBTYREGUE NO CORTE 03/02 AS 15:00 POR MARCELO	0101	Manutenção  - ATRASO	24.02.2025
		1109		040	1133043087	16005723	FLANGE SAID GA56 IEC 145X20 USIN	05.02.2025	06.02.2025	06.02.2025	       90	       0	       90		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		070	1133153111	16686706	EIXO VAZ C/COROA GS130 Ø60	04.02.2025	06.02.2025	06.02.2025	        3	       0	        3	OP liberada em atraso devido a refugo na OP 1133062384 - Paola F. 13.02
	*								06.02.2025		      365	      37	      328
		1109		020	1132857028	15954241	PINHAO CIL 1,75 021 24 USIN	22.01.2025	07.02.2025	06.02.2025	        6	       0	        6	Seq. Maq. 91130004   Seq1. 1,7500   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 24,00 op entregue no corte 15:33 16/01/2025 por Marcelo	0167	Usinagem Pinhão - ATRASO	14.03.2025
		1109		020	1132860516	15919577	EIXO RSF MAC 1 DENTE	20.01.2025	07.02.2025	07.02.2025	        5	       0	        5	op entregue no corte 15:33 16/01/2025 por Marcelo	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		020	1132861181	15950051	EIXO RSF MAC M10 1 DENTE	20.01.2025	07.02.2025	07.02.2025	        5	       0	        5	op entregue no corte 15:33 16/01/2025 por Marcelo	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		020	1132861182	15949838	EIXO RSF MAC M07 1 DENTE	20.01.2025	07.02.2025	07.02.2025	        2	       0	        2	op entregue no corte 15:33 16/01/2025 por Marcelo	0167	Usinagem Pinhão - ATRASO	21.02.2025
		1109		020	1132877848	16005759	EIXO RSF MAC G51 2 DENTES	21.01.2025	07.02.2025	10.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO	0167	Usinagem Pinhão - ATRASO	20.02.2025
		1109		020	1132912984	15986251	EIXO RSF FUR M06 1 DENTE	23.01.2025	07.02.2025	12.02.2025	        1	       0	        1	ordem entregue no corte 22/01/2025 as 13:30 por Clarissa	0167	Usinagem Pinhão - ATRASO	25.02.2025
		1109		031	1132945658	14030453	CARCACA WCG20 C05 B5 SEM PES BASE	29.01.2025	07.02.2025	07.02.2025	       30	       0	       30	Impresso em folha amarela.	0101	Manutenção  - ATRASO	14.03.2025
		1109		040	1133018058	15987935	TAMPA VED 35X72X12 USIN	05.02.2025	07.02.2025	07.02.2025	        1	       0	        1		0013	Usinagem de fundidos - ATRASO	26.02.2025
		1109		100	1133043085	16031386	EIXO VAZ C/COROA DIR GS51 Ø25 Z30	05.02.2025	07.02.2025	07.02.2025	        4	       0	        4		0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		030	1133056529	16899417	CARCACA WCG20 S07 B35 HPP115R BASE	06.02.2025	07.02.2025	07.02.2025	        4	       0	        4	Impresso em folha amarela.	0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		100	1133056601	16031522	EIXO VAZ C/COROA DIR GS110 Ø50 Z40	05.02.2025	07.02.2025	07.02.2025	        2	       0	        2		0012	Usinagem de Eixos - ATRASO	14.02.2025
	*								07.02.2025		       61	       0	       61
		1109		020	1132750141	14040426	EIXO PINHAO WCG20 OP 1,25 Z013	23.01.2025	10.02.2025	03.02.2025	       50	       0	       50	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 15,00 op entregue no corte 06/01 as 07:00 por Marcelo Alterado CT 453 para 230 - Maira 20.01	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		020	1132815904	15955897	EIXO PINHAO OP 6 Z017	23.01.2025	10.02.2025	06.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 13/01 AS 10:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		030	1132824527	15883500	CARCACA PARALELO GD42	07.02.2025	10.02.2025	10.02.2025	        2	       0	        2	OP alterada de 5 para 2 peças (sharepoint) - Paola F. 13.01	0013	Usinagem de fundidos - ATRASO	20.02.2025
		1109		100	1132835138	15899149	ENGR 63 1,5 Z059 25	07.02.2025	10.02.2025	12.02.2025	       15	       0	       15	op entregue no corte 14/01 as 14:30 por marcelo OP relida, alterado CT 230 para 250, solicitado por Marcelo - Maira 20.01 OP em atraso devido ao ajuste de estoque - Paola F. 18.02	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		020	1132835570	16135069	EIXO PINHAO GH70 IMP 4 Z014	03.02.2025	10.02.2025	07.02.2025	        2	       0	        2	oP ENTREGUE NO CORTE 15/01 AS 13:302 POR MARCELO	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		020	1132847867	15919675	EIXO RSF MAC/MAC 1 DENTE	06.02.2025	10.02.2025	07.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 16/01 AS 09:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	25.02.2025
		1109		020	1132847868	15955165	EIXO PINHAO IP 4 Z022	22.01.2025	10.02.2025	07.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 16/01 AS 09:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		020	1132892637	15919718	EIXO RSF MAC/MAC 1 DENTE	22.01.2025	10.02.2025	11.02.2025	        8	       0	        8	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		020	1132896921	15974273	EIXO RSF MAC K05 1 DENTE	22.01.2025	10.02.2025	11.02.2025	        1	       0	        1	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		080	1133006959	16207197	MANCAL AXIAL GH110 USIN	05.02.2025	10.02.2025	10.02.2025	        2	       0	        2		0013	Usinagem de fundidos - ATRASO	03.03.2025
		1109		031	1133035676	14030475	CARCACA WCG20 V02 B35 BASE	07.02.2025	10.02.2025	10.02.2025	      120	       0	      120		0101	Manutenção  - ATRASO	21.02.2025
		1109		060	1133043088	15875534	BUCHA 170X95,5X19mm	05.02.2025	10.02.2025	10.02.2025	       88	       0	       88		0101	Manutenção  - ATRASO	21.02.2025
		1109		010	1133055599	15914714	EIXO ENTRADA	07.02.2025	10.02.2025	11.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 05/02 AS 11:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		100	1133056602	16031524	EIXO VAZ C/COROA DIR GS110 Ø50 Z40	06.02.2025	10.02.2025	10.02.2025	        3	       0	        3		0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		040	1133066582	15952763	FLANGE SAID IEC 214,45X47 USIN	07.02.2025	10.02.2025	10.02.2025	       30	       0	       30		0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		040	1133066584	15987956	TAMPA VED 42X90X18,5 USIN	07.02.2025	10.02.2025	10.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		010	1133067119	15931914	EIXO ENTRADA	07.02.2025	10.02.2025	10.02.2025	        1	       0	        1	op entregue no corte 05/02 as 13:00 por marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133078742	15970424	TAMPA VED 28X61,8X61,8X9 USIN	07.02.2025	10.02.2025	10.02.2025	       27	       0	       27		0013	Usinagem de fundidos - ATRASO	20.02.2025
	*								10.02.2025		      381	       0	      381
		1109		020	1132125762	14040388	PINHAO WCG20 CP 0,75 012 ASSENTO DIAM 09	10.02.2025	11.02.2025	22.11.2024	       10	       0	       10	Lote piloto, solicitado por Valtor - Maira 22.10 ordem entregue no corte por Gilnei, 28/10 as 11:00	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		025	1132208766	15899268	ENGR CONICA IG Z046 70	01.11.2024	11.02.2025	11.02.2025	        5	       0	        5	PAR 1132208734 Ordem entregue ao corte por Gilnei 31/10 as 07:45	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		020	1132739199	16036524	PINHAO CIL 1 013 ASSENTO DIAM 09 USIN	22.01.2025	11.02.2025	11.02.2025	      300	       0	      300	Manter na 453, sem alternativa para a geradora. ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0101	Manutenção  - ATRASO	21.03.2025
		1109		010	1132759455	16005761	EIXO RSF MAC G51 1 DENTE	22.01.2025	11.02.2025	11.02.2025	        1	       0	        1	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		020	1132835517	15955289	EIXO PINHAO IMP 4 Z015	06.02.2025	11.02.2025	06.02.2025	        5	       0	        5	oP ENTREGUE NO CORTE 15/01 AS 13:302 POR MARCELO	0167	Usinagem Pinhão - ATRASO	21.02.2025
		1109		020	1132847655	16036552	EIXO PINHAO MG90 IP 1,5 Z018	04.02.2025	11.02.2025	06.02.2025	       15	       0	       15	OP ENTREGUE NO CORTE 15/01 AS 15:30 POR MARCELO	0167	Usinagem Pinhão - ATRASO	28.02.2025
		1109		020	1132894339	15950032	EIXO RSF MAC M10 1 DENTE	22.01.2025	11.02.2025	11.02.2025	        2	       0	        2	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		020	1132895921	15921596	EIXO RSF MAC 1 DENTE	22.01.2025	11.02.2025	11.02.2025	       16	       0	       16	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		020	1132895922	15921780	EIXO RSF MAC/MAC 1 DENTE	22.01.2025	11.02.2025	11.02.2025	        9	       0	        9	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132895937	15919719	EIXO RSF MAC/MAC 1 DENTE	07.02.2025	11.02.2025	11.02.2025	        1	       0	        1	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO Alterado CT 386 para 500 - Maira 28.01	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132900982	15920007	EIXO RSF VAZ 1 DENTE	22.01.2025	11.02.2025	11.02.2025	        5	       0	        5	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		010	1132910249	15922296	EIXO SAIDA HS 30X50	23.01.2025	11.02.2025	11.02.2025	       10	       0	       10	ordem entregue no corte 22/01/2025 as 13:30 por Clarissa	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		010	1132922201	16069718	EIXO ENTRADA GH	24.01.2025	11.02.2025	11.02.2025	        2	       0	        2	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		010	1132922906	15914816	EIXO ENTRADA	24.01.2025	11.02.2025	11.02.2025	        3	       0	        3	op entregue no corte 23/01 as 14:30 por Marcelo Alterado CT 386 para 392 - Maira 28.01 OP relida, troca de ct 392 para 386 - Paola F. 06.02	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		030	1133021904	15912372	CARCACA MAGMA M08 HPP115R BASE	04.02.2025	11.02.2025	11.02.2025	       90	      20	       70		0013	Usinagem de fundidos - ATRASO	10.03.2025
		1109		040	1133055822	15967254	FLANGE ENTR IEC 18	11.02.2025	11.02.2025	11.02.2025	      120	       0	      120	OP relida, troca de ct 398 para 432 - Paola F. 05.02	0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		030	1133062382	16008552	CARCACA GH70 RAL 5009 BASE	10.02.2025	11.02.2025	11.02.2025	        5	       0	        5		0018	Suprimentos - ATRASO	03.03.2025
		1109		040	1133062386	15987981	TAMPA VED 80X116X15,5 USIN	10.02.2025	11.02.2025	11.02.2025	       11	       0	       11		0018	Suprimentos - ATRASO	21.02.2025
		1109		010	1133067105	15931864	EIXO ENTRADA	07.02.2025	11.02.2025	11.02.2025	       10	       0	       10	op entregue no corte 05/02 as 13:00 por marcelo	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		060	1133067174	16041507	ADAP RETO TB 19,2mm X MA G3/4"	07.02.2025	11.02.2025	11.02.2025	       32	       0	       32	op entregue no corte 05/02 as 13:00 por marcelo	0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		010	1133067348	15914737	EIXO ENTRADA	07.02.2025	11.02.2025	11.02.2025	       50	       0	       50	op entregue no corte 05/02 as 13:00 por marcelo	0018	Suprimentos - ATRASO	21.02.2025
	*								11.02.2025		      702	      20	      682
		1109		020	1132749301	15959719	PINHAO CIL 1,25 021 12 USIN	11.02.2025	12.02.2025	30.01.2025	       34	       0	       34	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 12,00 OP ENTREGUE NO CORTE 20/12 AS 07:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		020	1132835532	16036525	PINHAO CIL 1 014 ASSENTO DIAM 09 USIN	28.01.2025	12.02.2025	04.02.2025	       12	       0	       12	oP ENTREGUE NO CORTE 15/01 AS 13:302 POR MARCELO Manter na 453, sem alternativa para a geradora.	0101	Manutenção  - ATRASO	21.03.2025
		1109		020	1132848995	15959704	PINHAO CIL 1,25 013 12 USIN	22.01.2025	12.02.2025	07.02.2025	       22	       0	       22	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 12,00 OP ENTREGUE NO CORTE 16/01 AS 09:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		020	1132849243	15959649	EIXO PINHAO IMP 3,5 Z015	04.02.2025	12.02.2025	06.02.2025	       20	       0	       20	OP ENTREGUE NO CORTE 15/01 AS 15:30 POR MARCELO	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		020	1132849451	16036555	EIXO PINHAO GH110 IP 3 Z026	05.02.2025	12.02.2025	10.02.2025	        2	       0	        2	OP ENTREGUE NO CORTE 16/01 AS 09:00 POR MARCELO	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		010	1132860127	18334750	EIXO SAIDA OS GH110 125X200	24.01.2025	12.02.2025	11.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 22/01 A S 08:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1132892635	15951985	EIXO ENTRADA	27.01.2025	12.02.2025	11.02.2025	        1	       0	        1	ordem entregue no corte 22/01/2025 as 13:30 por Clarissa	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132892636	16252047	EIXO RSF MAC K10 2 DENTES	24.01.2025	12.02.2025	13.02.2025	        1	       0	        1	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132892804	15949987	EIXO RSF FUR M10 1 DENTE	22.01.2025	12.02.2025	12.02.2025	       13	       0	       13	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132901761	15949985	EIXO RSF FUR M10 2 DENTES	22.01.2025	12.02.2025	12.02.2025	       10	       0	       10	ENTREGUE NO CORTE 21/01 AS 08:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1132910250	16034869	EIXO SAIDA VAZADO AXIAL GH110 80X190	24.01.2025	12.02.2025	12.02.2025	        2	       0	        2	Impresso em folha azul, solicitado por Gabriel Quinhones. Chamar a qualidade no processo de tornear L2 - 387 Marcar número da ordem de produção no material	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132922913	15919480	EIXO RSF MAC 2 DENTES	10.02.2025	12.02.2025	12.02.2025	        1	       0	        1	op entregue no corte 23/01 as 14:30 por Marcelo	0101	Manutenção  - ATRASO	28.02.2025
		1109		010	1132924721	15932137	EIXO ENTRADA	24.01.2025	12.02.2025	12.02.2025	       25	       0	       25	op entregue no corte 23/01 as 14:30 por Marcelo	0101	Manutenção  - ATRASO	28.02.2025
		1109		010	1132935462	16069724	EIXO ENTRADA GK	11.02.2025	12.02.2025	13.02.2025	        2	       0	        2	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1132937138	15914812	EIXO ENTRADA	27.01.2025	12.02.2025	12.02.2025	        5	       0	        5	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	21.03.2025
		1109		040	1132938818	16109922	TAMPA VED GT127 85,5X190X23X174,5 USIN	10.02.2025	12.02.2025	12.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		080	1133020923	15996492	MANCAL AXIAL GH140 USIN	06.02.2025	12.02.2025	12.02.2025	        2	       0	        2	OP alterada de 5 para 4 peças. Solicitado por Cristiano Baseggio - Paola F. 31.01	0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		010	1133043084	15922656	EIXO SAIDA W-LOCK 40X183	06.02.2025	12.02.2025	12.02.2025	        6	       0	        6	OP ENTREGUE NO CORTE 04/02 AS 13:00 POR MARCELO	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		010	1133043093	15922618	EIXO SAIDA HS 60X240	12.02.2025	12.02.2025	11.02.2025	       50	      34	       16		0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		040	1133066598	15970416	TAMPA VED 60,5X148X148X21 USIN	07.02.2025	12.02.2025	12.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		010	1133076488	16450755	EIXO SAIDA SAIDA - ENTRADA GC15 12X41	10.02.2025	12.02.2025	13.02.2025	       10	       0	       10	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1133078036	15918627	EIXO SAIDA OS 24X50	11.02.2025	12.02.2025	12.02.2025	       19	       0	       19	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		050	1133078750	16067971	ANEL ENCOSTO 69X55X5 USIN	11.02.2025	12.02.2025	12.02.2025	       20	       0	       20	op entregue no corte 07/02 as 14:00 por Marcelo	0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		050	1133078751	16068368	ANEL AJUSTE 78X57X4,9 USIN	11.02.2025	12.02.2025	12.02.2025	       20	       0	       20	op entregue no corte 07/02 as 14:00 por Marcelo	0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		060	1133078752	15905199	BUCHA 23,8X8,5X4mm	11.02.2025	12.02.2025	12.02.2025	       52	       0	       52	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		060	1133078754	15987761	BUCHA 56X32X57mm	11.02.2025	12.02.2025	12.02.2025	        5	       0	        5	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		031	1133091507	14030450	CARCACA WCG20 C05 B3 BASE	10.02.2025	12.02.2025	12.02.2025	       50	       0	       50		0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		010	1133095760	15918507	EIXO ENTRADA GD	11.02.2025	12.02.2025	12.02.2025	        3	       0	        3	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	21.02.2025
		1109		070	1133096292	15926521	EIXO VAZ C/COROA Ø30	11.02.2025	12.02.2025	13.02.2025	        3	       0	        3
		1109		031	1133110853	14030443	CARCACA WCG20 C01 B5 SEM PES BASE	11.02.2025	12.02.2025	12.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		100	1133153112	16686679	EIXO VAZ C/COROA DIR GS130 Ø60 Z60	10.02.2025	12.02.2025	12.02.2025	        3	       0	        3	OP liberada em atraso devido a refugo na OP 1133062384 - Paola F. 13.02	0011	Usinagem de Eixos - REFUGO	28.02.2025
	*								12.02.2025		      424	      34	      390
		1109		011	1132738265	16071962	EIXO SAIDA OS GS75 60X44	11.02.2025	13.02.2025	17.02.2025	       25	       0	       25	OP ENTREGUE NO CORTE 18/12 AS 14:30 POR MARCELO
		1109		020	1132750140	13949569	ENGR WCG20 OG 1,25 Z093 45	12.02.2025	13.02.2025	04.02.2025	       30	       0	       30	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. ENGR   Seq3. DIAMETRO FURO 45,00 op entregue no corte 06/01 as 07:00 por Marcelo	0157	Usinagem engrenagens - ATRASO	03.03.2025
		1109		020	1132820257	15955944	EIXO PINHAO OP 3 Z013	31.01.2025	13.02.2025	05.02.2025	        2	       1	        1	op entregue no corte 14/01 as 14:30 por marcelo	0167	Usinagem Pinhão - ATRASO	03.03.2025
		1109		020	1132912985	15986024	EIXO RSF FUR M05 2 DENTES	10.02.2025	13.02.2025	14.02.2025	        2	       0	        2	ordem entregue no corte 22/01/2025 as 13:30 por Clarissa	0012	Usinagem de Eixos - ATRASO	24.02.2025
		1109		020	1132924144	15919928	EIXO RSF VAZ/MAC 1 DENTE	24.01.2025	13.02.2025	14.02.2025	        1	       0	        1	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	10.03.2025
		1109		020	1132924730	15921858	EIXO RSF MAC 1 DENTE	28.01.2025	13.02.2025	14.02.2025	        3	       0	        3	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132926044	15984762	EIXO RSF FUR M04 1 DENTE	10.02.2025	13.02.2025	13.02.2025	        1	       0	        1	op entregue no corte 23/01 as 14:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		020	1132935478	15950032	EIXO RSF MAC M10 1 DENTE	11.02.2025	13.02.2025	17.02.2025	        4	       0	        4	op entregue no corte 24/01 as 13:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	03.03.2025
		1109		010	1132953041	17095344	EIXO ENTRADA GH	28.01.2025	13.02.2025	13.02.2025	        6	       0	        6	op entregue no corte 27/01 as 15:00 por Marcelo Alterado CT 386 para 500, solicitado por Gabriel Louzada - Maira 28.01	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1132997171	15935317	EIXO SAIDA VAZADO AXIAL 80X173	11.02.2025	13.02.2025	13.02.2025	        6	       0	        6	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		070	1133051965	15922100	EIXO VAZ C/COROA Ø45	11.02.2025	13.02.2025	13.02.2025	       25	       0	       25
		1109		040	1133055585	15962704	FLANGE ENTR SERVO 63	07.02.2025	13.02.2025	13.02.2025	        6	       0	        6		0013	Usinagem de fundidos - ATRASO	24.02.2025
		1109		030	1133068319	15883392	CARCACA COAXIAL GC35 BASE	06.02.2025	13.02.2025	12.02.2025	       34	      30	        4	OP alterada de 30 para 34 peças. Solicitado por estoque - Paola F. 14.02	0013	Usinagem de fundidos - ATRASO	21.02.2025
		1109		030	1133080581	15883503	CARCACA PARALELO GD50 BASE	07.02.2025	13.02.2025	13.02.2025	       40	      24	       16		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		010	1133095763	15931917	EIXO ENTRADA	12.02.2025	13.02.2025	13.02.2025	        5	       0	        5	op entregue no corte 10/02 as 10:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		010	1133095766	15918305	EIXO ENTRADA	11.02.2025	13.02.2025	13.02.2025	       10	       0	       10		0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		040	1133112499	15952767	FLANGE SAID IEC 280X74 USIN	12.02.2025	13.02.2025	13.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	24.02.2025
		1109		040	1133112940	15952758	FLANGE SAID IEC 200X48,5 USIN	12.02.2025	13.02.2025	13.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	24.02.2025
		1109		030	1133117154	15883486	CARCACA PARALELO GD30 BASE	11.02.2025	13.02.2025	13.02.2025	       36	       0	       36		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		040	1133132130	15987611	MANCAL RADIAL USIN	12.02.2025	13.02.2025	14.02.2025	       10	       0	       10		0013	Usinagem de fundidos - ATRASO	28.02.2025
		1109		010	1133172528	15971620	EIXO SAIDA WCG20 W-LOCK V04, N04 35X150	12.02.2025	13.02.2025	21.02.2025	        5	       0	        5	op entregue no corte 17/02 as 10:00 por clarissa Impresso em folha amarela. OP em atraso devido ao refugo na usinagem - Paola F. 18.02	0011	Usinagem de Eixos - REFUGO	07.03.2025
		1109		030	1133223644	15884372	CARCACA ORTOGONAL MISTO GO24 BASE	11.02.2025	13.02.2025	13.02.2025	       46	       0	       46	OP liberada devido ao fracionamento da OP 1133096204 - Paola F. 19.02	0018	Suprimentos - ATRASO	07.03.2025
	*								13.02.2025		      317	      55	      262
